source,dest
99,13
96,18
92,27
94,25
93,26
97,17
98,16
95,24
99,13
96,18
92,27
94,25
93,26
97,17
98,16
95,24
89,13
91,14
90,23
91,14
90,23
88,14
87,16
86,23
89,13
88,14
87,16
86,23
44,28
47,13
44,28
46,18
45,22
29,28
46,18
40,16
42,14
30,27
31,26
40,16
32,25
42,14
32,25
45,22
36,20
41,15
29,28
47,13
41,15
33,24
38,18
11,14
3,25
33,24
35,21
39,17
10,15
11,14
30,27
31,26
10,15
37,19
34,23
0,28
34,23
43,13
4,24
3,25
36,20
39,17
35,21
38,18
43,13
37,19
2,26
1,27
2,26
27,14
5,23
26,15
0,28
25,16
6,22
4,24
7,21
16,25
25,16
16,25
9,17
15,26
8,19
1,27
26,15
15,26
5,23
7,21
6,22
17,24
12,13
9,17
8,19
18,23
17,16
14,27
24,25
13,28
27,14
20,21
14,27
18,15
19,22
23,26
21,20
20,21
24,17
21,20
23,18
12,13
22,19
17,24
24,17
18,23
23,18
19,22
22,19
28,13
19,14
13,28
28,13
22,27
13,20
28,21
16,17
25,24
15,18
17,16
24,25
16,17
25,24
18,15
15,18
14,19
27,22
26,23
19,14
22,27
14,19
23,26
27,22
26,23
21,28
20,13
28,21
21,28
13,20
20,13
20,17
19,18
13,16
28,25
14,15
21,24
15,14
27,26
14,15
18,19
15,14
26,27
22,23
19,18
18,19
23,22
27,26
26,27
22,23
23,22
25,28
24,21
16,13
17,20
28,25
13,16
25,28
21,24
16,13
24,21
20,17
17,20
16,15
13,14
25,26
28,27
20,19
17,18
24,23
21,22
26,25
15,16
14,13
23,24
25,26
27,28
16,15
22,21
26,25
15,16
13,14
24,23
19,20
14,13
28,27
23,24
21,22
18,17
27,28
22,21
20,19
17,18
19,20
18,17
25,26
26,25
28,27
27,28
27,25
25,27
21,25
21,22
20,19
16,15
19,20
17,18
22,21
17,19
13,14
15,16
18,17
24,23
23,21
23,24
13,15
19,17
21,23
13,17
25,21
13,21
14,13
15,13
17,13
21,13
0,13
0,13
13,21
13,17
13,15
13,14
21,25
17,19
15,16
17,18
21,23
21,22
25,27
19,20
25,26
23,24
27,28
97,17
99,13
94,25
96,18
98,16
92,27
93,26
95,24
94,25
92,27
93,26
95,24
98,16
96,18
97,17
99,13
90,23
91,14
91,14
90,23
87,16
89,13
88,14
86,23
89,13
87,16
86,23
88,14
47,13
47,13
31,26
46,18
41,15
30,27
43,13
44,28
34,23
46,18
36,20
42,14
39,17
32,25
40,16
45,22
45,22
38,18
37,19
35,21
36,20
44,28
31,26
42,14
30,27
33,24
40,16
32,25
6,22
29,28
33,24
34,23
37,19
2,26
29,28
1,27
38,18
11,14
41,15
43,13
4,24
3,25
0,28
8,19
35,21
5,23
10,15
12,13
7,21
39,17
9,17
4,24
5,23
2,26
25,16
6,22
17,24
3,25
0,28
18,23
1,27
15,26
11,14
8,19
10,15
13,28
19,22
16,25
23,18
14,27
25,16
18,23
16,25
23,18
27,14
22,19
26,15
14,27
27,14
19,22
22,19
15,26
26,15
26,23
24,25
17,16
15,18
22,27
27,22
14,19
23,26
19,14
18,15
22,27
26,23
27,22
23,26
14,19
15,18
19,14
18,15
9,17
12,13
26,27
22,23
23,22
27,26
18,19
22,23
26,27
19,18
14,15
23,22
27,26
21,20
15,14
18,19
19,18
14,15
24,17
28,13
15,14
17,24
7,21
13,28
24,17
28,13
28,27
24,23
25,26
21,22
13,14
16,15
20,19
20,21
17,18
21,20
20,21
21,28
25,24
16,17
20,13
24,25
17,16
25,24
16,17
13,20
28,21
20,13
13,16
21,28
13,20
28,25
28,21
20,17
21,24
16,13
17,20
25,28
13,16
24,21
20,17
28,25
16,13
17,20
25,28
21,24
24,21
26,25
15,16
14,13
27,28
18,17
23,24
22,21
25,26
16,15
13,14
28,27
19,20
26,25
17,18
14,13
15,16
27,28
24,23
18,17
21,22
23,24
20,19
22,21
19,20
11,28
12,28
27,28
42,28
43,28
60,28
61,28
72,28
0,13
1,13
14,13
29,13
30,13
48,13
62,13
10,27
11,27
12,27
10,26
9,25
26,27
11,26
28,27
25,26
10,25
41,27
27,26
24,25
42,27
40,26
26,25
43,27
41,26
39,25
42,26
40,25
41,25
4,18
5,18
6,18
17,18
19,18
33,18
34,18
8,23
9,23
3,17
22,23
4,17
24,23
2,16
5,17
1,15
37,23
3,16
16,17
2,15
38,23
4,16
18,17
3,15
0,14
39,23
15,16
32,17
14,15
73,28
1,14
17,16
33,17
16,15
2,14
85,28
31,16
34,17
13,14
30,15
32,16
31,15
15,14
8,22
7,21
33,16
32,15
5,19
29,14
6,20
21,22
6,19
30,14
8,21
7,20
9,24
23,22
7,19
20,21
31,14
36,22
18,19
22,21
19,20
23,24
37,22
20,19
35,21
21,20
25,24
38,22
34,19
36,21
38,24
37,21
35,20
39,24
35,19
36,20
40,24
59,27
60,27
57,25
61,27
58,25
58,26
71,27
59,25
72,27
59,26
69,25
73,27
60,26
70,25
70,26
71,25
85,27
71,26
84,25
72,26
85,26
51,18
52,18
53,18
64,18
65,18
66,18
77,18
78,18
79,18
56,23
57,23
68,23
69,23
82,23
83,23
84,23
50,17
51,17
52,17
64,17
48,15
65,17
49,16
49,15
48,14
76,17
55,22
50,15
49,14
50,16
77,17
52,19
63,15
62,14
51,16
78,17
54,21
53,19
56,22
63,14
55,21
54,19
56,24
53,20
74,15
65,19
68,22
64,16
57,24
67,21
75,15
66,19
54,20
74,14
75,16
58,24
76,15
67,19
55,20
81,22
75,14
76,16
68,21
78,19
66,20
82,22
77,16
69,24
80,21
79,19
67,20
83,22
81,21
70,24
80,19
82,21
83,24
79,20
84,24
80,20
81,20
11,28
12,28
27,28
42,28
43,28
60,28
61,28
72,28
73,28
85,28
10,27
11,27
12,27
26,27
28,27
41,27
42,27
43,27
59,27
60,27
61,27
71,27
72,27
73,27
85,27
10,26
11,26
25,26
27,26
40,26
41,26
42,26
58,26
59,26
60,26
70,26
71,26
72,26
85,26
4,18
5,18
6,18
17,18
19,18
33,18
34,18
51,18
52,18
53,18
64,18
65,18
66,18
77,18
78,18
79,18
9,25
10,25
24,25
26,25
39,25
40,25
41,25
57,25
58,25
59,25
69,25
70,25
71,25
84,25
63,13
74,13
8,23
9,23
22,23
24,23
37,23
38,23
39,23
56,23
57,23
68,23
69,23
82,23
83,23
84,23
6,20
7,20
19,20
21,20
35,20
36,20
53,20
54,20
55,20
66,20
67,20
79,20
80,20
81,20
3,17
4,17
5,17
16,17
18,17
32,17
33,17
34,17
50,17
51,17
52,17
64,17
65,17
76,17
77,17
78,17
7,21
8,21
20,21
22,21
35,21
36,21
37,21
54,21
55,21
67,21
68,21
80,21
81,21
82,21
8,22
21,22
23,22
36,22
37,22
38,22
55,22
56,22
68,22
81,22
82,22
83,22
1,15
2,15
3,15
5,19
14,15
6,19
16,15
7,19
30,15
31,15
18,19
32,15
20,19
48,15
34,19
49,15
50,15
35,19
63,15
52,19
53,19
54,19
74,15
65,19
75,15
66,19
76,15
67,19
78,19
79,19
80,19
2,16
3,16
4,16
15,16
17,16
31,16
9,24
32,16
33,16
23,24
49,16
25,24
50,16
38,24
51,16
39,24
40,24
56,24
64,16
57,24
75,16
58,24
76,16
77,16
69,24
70,24
83,24
84,24
0,14
1,14
2,14
13,14
15,14
29,14
30,14
31,14
48,14
49,14
62,14
63,14
74,14
75,14
0,13
1,13
14,13
29,13
30,13
48,13
62,13
63,13
74,13
0,13
0,14
1,15
3,17
4,18
7,21
1,13
1,14
5,19
2,15
2,16
4,17
5,18
9,25
14,13
6,20
2,14
6,19
3,15
3,16
5,17
11,28
6,18
8,21
29,13
7,20
13,14
7,19
10,27
10,26
14,15
4,16
16,17
17,18
12,28
10,25
8,23
20,21
30,13
15,14
18,19
11,27
11,26
16,15
15,16
18,17
8,22
9,24
19,18
27,28
24,25
22,21
19,20
29,14
20,19
25,26
12,27
30,15
17,16
32,17
33,18
42,28
26,25
9,23
35,21
48,13
21,20
30,14
34,19
27,26
26,27
31,15
31,16
33,17
21,22
23,24
34,18
43,28
39,25
22,23
36,21
62,13
31,14
40,26
28,27
32,15
32,16
34,17
23,22
25,24
60,28
40,25
24,23
37,21
63,13
35,20
35,19
41,26
41,27
48,15
33,16
50,17
36,22
38,24
51,18
61,28
41,25
37,23
54,21
36,20
48,14
52,19
42,26
42,27
49,15
49,16
51,17
37,22
39,24
52,18
72,28
57,25
38,23
55,21
74,13
53,20
49,14
53,19
58,26
43,27
50,15
50,16
52,17
38,22
40,24
53,18
73,28
58,25
39,23
54,20
62,14
54,19
59,26
59,27
63,15
51,16
55,22
56,24
64,18
85,28
59,25
67,21
55,20
63,14
65,19
60,26
60,27
64,17
57,24
65,18
69,25
56,23
66,20
66,19
70,26
61,27
65,17
56,22
58,24
66,18
70,25
57,23
68,21
67,20
67,19
71,26
71,27
74,15
64,16
76,17
77,18
71,25
68,23
80,21
74,14
78,19
72,26
72,27
75,15
75,16
77,17
68,22
69,24
78,18
84,25
81,21
79,20
75,14
79,19
73,27
76,15
76,16
78,17
70,24
79,18
69,23
82,21
80,20
80,19
77,16
81,22
83,24
82,23
81,20
85,26
85,27
82,22
84,24
83,23
83,22
84,23
0,13
1,13
14,13
29,13
0,14
30,13
1,14
2,14
48,13
62,13
2,16
63,13
3,16
13,14
1,15
4,16
74,13
15,14
2,15
29,14
3,15
30,14
15,16
14,15
31,14
17,16
16,15
11,28
3,17
31,16
30,15
12,28
48,14
4,17
32,16
31,15
27,28
49,14
5,17
4,18
33,16
32,15
42,28
62,14
16,17
5,18
49,16
48,15
43,28
63,14
18,17
6,18
49,15
50,16
60,28
10,26
32,17
50,15
51,16
61,28
11,26
33,17
17,18
63,15
72,28
74,14
5,19
34,17
19,18
6,20
10,27
9,24
25,26
73,28
8,22
75,14
9,25
6,19
50,17
33,18
7,20
11,27
64,16
8,23
27,26
85,28
7,21
7,19
51,17
34,18
74,15
12,27
75,16
40,26
23,24
10,25
18,19
52,17
75,15
21,22
26,27
76,16
9,23
41,26
8,21
19,20
25,24
24,25
20,19
51,18
76,15
23,22
28,27
77,16
22,23
42,26
20,21
21,20
38,24
26,25
34,19
64,17
52,18
36,22
41,27
24,23
58,26
22,21
65,17
39,24
39,25
53,18
37,22
42,27
37,23
59,26
35,21
35,20
76,17
40,24
40,25
35,19
43,27
64,18
38,22
38,23
36,21
60,26
36,20
77,17
56,24
41,25
52,19
59,27
65,18
55,22
37,21
39,23
70,26
53,20
78,17
57,25
57,24
53,19
60,27
66,18
54,21
71,26
54,20
58,25
58,24
54,19
61,27
77,18
56,22
55,21
56,23
72,26
55,20
59,25
71,27
65,19
78,18
57,23
66,20
69,25
72,27
69,24
66,19
79,18
68,22
67,21
68,23
67,20
70,25
73,27
70,24
67,19
85,26
71,25
83,24
78,19
81,22
68,21
69,23
79,20
84,25
85,27
84,24
79,19
82,22
80,21
82,23
80,20
80,19
83,22
81,21
83,23
81,20
82,21
84,23
0,13
1,13
0,14
14,13
1,14
29,13
2,14
30,13
1,15
2,16
13,14
2,15
3,16
15,14
48,13
3,15
4,16
29,14
62,13
14,15
30,14
15,16
63,13
16,15
31,14
17,16
30,15
74,13
31,16
31,15
48,14
32,16
32,15
49,14
33,16
48,15
62,14
49,16
49,15
63,14
50,16
50,15
51,16
11,28
63,15
12,28
74,14
27,28
75,14
64,16
42,28
74,15
75,16
43,28
75,15
3,17
76,16
60,28
76,15
4,17
77,16
61,28
5,17
72,28
16,17
73,28
18,17
85,28
32,17
33,17
10,27
34,17
4,18
10,26
50,17
11,27
5,18
11,26
51,17
12,27
5,19
6,18
7,21
25,26
8,22
9,24
8,23
52,17
26,27
9,25
6,19
17,18
6,20
27,26
28,27
7,19
19,18
8,21
7,20
40,26
21,22
23,24
9,23
64,17
41,27
10,25
18,19
33,18
20,21
41,26
23,22
25,24
22,23
42,27
65,17
24,25
20,19
34,18
22,21
19,20
42,26
36,22
38,24
24,23
