source,dest
83,53
83,64
83,76
83,93
83,57
83,36
83,58
83,91
83,62
83,49
54,56
84,26
84,43
70,53
57,52
76,58
83,94
86,70
19,46
85,52
59,49
35,77
53,32
65,26
52,95
27,69
60,84
59,22
73,61
37,60
61,79
52,14
36,57
10,35
77,94
78,21
79,29
69,17
8,42
10,19
89,66
17,34
13,14
53,47
69,56
27,72
83,34
84,15
83,1
69,36
86,38
67,27
83,48
8,79
10,47
30,83
69,80
66,68
23,53
23,99
31,97
24,56
72,6
33,21
64,60
34,61
89,79
27,79
10,77
49,53
61,52
90,87
92,11
55,20
58,48
98,77
84,14
19,21
19,50
13,70
33,32
59,78
85,22
98,22
31,4
10,96
0,15
35,26
3,89
73,61
49,68
58,43
78,3
50,71
60,74
60,70
78,17
5,76
73,21
21,19
22,80
55,35
33,27
44,11
52,0
52,59
64,70
90,5
10,2
61,8
64,59
3,94
46,11
25,19
69,20
15,88
25,93
96,99
26,43
23,50
2,47
49,52
44,83
17,18
50,26
19,42
65,37
72,70
22,19
29,70
57,83
64,15
21,55
5,10
59,89
56,96
76,59
97,75
7,33
22,4
24,21
8,97
71,80
44,96
92,84
53,83
72,88
31,18
9,7
84,3
85,46
14,52
54,22
64,16
54,76
95,53
49,87
19,65
19,71
49,56
49,31
87,20
97,72
99,34
80,18
37,99
85,75
47,15
47,94
49,9
69,70
43,91
61,93
37,14
23,5
68,86
75,80
75,78
71,53
31,96
36,8
25,4
58,32
93,0
76,3
18,8
29,97
52,90
37,23
52,60
9,44
86,99
97,0
47,78
45,15
45,7
23,19
77,93
61,65
58,79
59,67
61,24
49,25
70,82
59,15
90,59
14,4
32,87
7,46
19,24
48,38
15,18
61,32
15,80
2,65
17,53
71,13
33,12
23,56
3,78
78,60
60,54
47,98
66,0
83,42
33,50
33,67
77,14
71,61
19,21
2,1
19,59
77,36
11,57
62,85
62,14
71,36
27,93
54,65
45,33
91,1
36,95
31,30
95,47
8,31
19,57
66,23
21,92
4,38
34,5
34,5
27,34
14,24
19,3
36,96
27,32
29,91
93,59
54,9
92,17
92,12
25,2
42,27
70,65
48,34
54,46
1,37
82,45
91,8
9,61
85,11
97,10
17,52
39,22
15,90
4,50
36,70
85,13
5,64
19,94
1,71
35,50
85,38
23,48
68,36
98,44
66,78
12,72
32,37
99,33
56,37
88,43
88,69
23,82
66,60
36,22
14,77
69,54
18,57
4,97
3,69
93,0
3,19
22,33
71,78
68,76
68,70
8,75
52,87
52,73
21,19
68,36
76,10
42,82
29,87
61,99
44,46
73,2
71,91
1,97
76,48
77,30
39,73
12,43
92,66
72,66
22,75
22,13
68,95
70,13
70,64
76,69
15,35
22,60
31,48
11,3
52,35
19,98
42,57
15,18
11,55
81,26
29,54
97,78
97,33
11,99
80,68
80,9
93,58
92,14
61,39
23,45
18,58
60,53
57,25
19,5
75,64
71,37
85,76
83,55
29,26
19,6
26,31
47,66
47,94
35,57
44,95
3,82
88,92
88,7
10,90
37,82
99,1
73,66
5,37
22,8
99,71
44,64
67,31
31,60
14,99
46,23
83,37
59,22
99,64
43,56
81,96
68,49
48,93
78,75
30,86
62,27
75,71
24,80
15,55
6,88
70,25
12,52
82,18
76,69
22,80
22,28
17,8
23,0
54,80
79,2
52,21
4,85
92,55
64,61
68,44
54,51
66,42
36,81
38,9
78,75
0,4
0,34
13,53
33,64
68,79
64,11
89,13
43,19
29,47
55,23
12,80
87,30
36,22
60,55
83,64
75,54
52,41
52,91
71,66
80,34
72,0
79,43
30,62
4,57
47,53
95,12
71,76
47,86
47,2
84,64
95,57
95,27
6,14
92,36
43,47
43,38
37,17
85,91
52,34
42,13
99,67
17,62
62,33
38,7
76,50
76,45
65,90
42,1
39,18
47,79
83,48
1,64
2,34
33,22
68,29
83,1
25,57
35,62
44,71
80,39
7,4
66,17
97,72
36,4
87,89
32,92
32,78
94,98
23,96
15,34
4,24
15,63
75,21
87,23
98,84
29,5
14,59
98,44
78,71
22,48
24,34
24,75
89,33
70,20
67,23
25,2
31,5
48,26
33,38
33,18
65,68
14,1
62,99
39,36
92,50
80,14
95,46
21,45
58,66
94,10
78,3
32,70
72,0
77,24
24,15
99,57
4,35
58,99
67,34
77,92
97,10
27,18
97,19
42,30
31,61
37,68
39,59
19,40
77,59
26,24
73,26
33,88
83,37
14,1
14,92
55,22
32,23
79,84
7,4
35,31
90,2
45,64
4,1
93,45
18,93
36,85
95,17
58,37
9,13
90,8
91,53
60,70
61,6
90,22
38,77
38,65
4,14
39,95
21,35
2,31
10,26
87,67
64,21
89,52
28,73
97,19
42,93
29,76
43,47
22,35
90,4
66,99
66,95
2,29
77,10
48,90
72,62
34,8
78,60
33,85
54,42
88,46
33,79
66,49
45,58
93,86
11,59
11,43
11,5
76,8
44,43
39,11
39,26
99,86
48,23
75,71
29,43
80,84
75,58
77,55
44,29
93,61
12,61
72,62
53,29
29,59
29,98
90,80
27,61
24,95
33,80
33,3
59,19
71,42
70,83
49,13
15,23
80,77
80,42
85,68
84,10
39,61
55,73
49,74
92,19
98,19
8,98
5,9
43,57
26,50
10,5
87,17
53,7
14,96
91,78
92,73
90,85
29,14
50,25
73,13
84,56
69,56
25,38
70,50
11,17
71,32
90,45
47,11
5,80
99,17
93,71
77,60
-99,-99
84,28
81,72
83,10
18,14
18,43
1,13
91,85
29,48
19,60
82,73
98,27
39,80
4,71
4,49
85,44
9,83
24,23
61,96
88,94
49,39
72,45
10,84
62,20
91,85
16,80
29,28
29,80
4,24
29,42
44,0
20,93
1,91
20,56
28,20
78,0
82,38
8,88
0,4
11,13
20,79
98,24
46,4
54,40
20,76
21,35
17,79
17,4
20,99
51,49
51,65
29,36
96,46
3,59
14,37
37,36
99,1
36,98
62,80
12,80
99,63
38,15
95,9
85,13
47,3
21,91
69,3
74,87
14,7
33,41
1,98
12,27
86,6
49,34
56,68
15,61
90,2
66,20
31,14
52,98
8,84
42,66
31,45
42,29
0,63
65,28
81,27
10,75
7,20
27,37
5,20
13,82
13,81
56,85
93,86
5,37
27,37
85,98
48,49
84,51
98,3
16,29
47,42
33,0
45,91
20,82
20,8
84,43
37,14
12,29
96,57
96,76
37,43
84,70
81,38
81,27
45,29
45,79
63,93
47,2
20,45
10,76
99,43
97,33
98,52
98,23
20,87
84,62
37,0
20,66
20,62
36,98
85,37
76,0
90,81
44,80
43,41
43,78
63,83
96,81
59,46
72,70
97,70
29,32
86,5
69,29
79,98
45,20
57,63
57,7
93,79
95,37
89,71
87,26
38,88
23,18
23,39
23,28
69,62
28,44
38,22
46,52
78,11
5,36
37,13
96,38
95,5
13,97
13,99
78,82
78,92
54,4
14,34
30,60
2,15
20,77
24,41
47,78
78,46
84,20
60,48
19,38
37,87
10,44
89,37
27,75
27,15
16,43
11,71
86,96
1,20
54,20
21,4
54,55
61,86
59,26
29,27
29,80
62,79
43,98
85,20
88,93
89,46
47,56
91,21
73,89
73,51
44,86
5,47
89,76
82,27
85,43
13,90
32,78
32,40
53,47
53,38
13,62
51,15
92,4
79,89
98,78
98,75
98,68
29,58
29,58
29,58
29,58
29,58
29,58
29,58
29,58
29,58
29,58
29,58
29,58
29,58
29,58
29,58
71,62
73,4
79,37
9,42
9,54
52,18
8,36
49,21
37,42
19,77
2,13
26,4
8,39
19,33
20,10
77,0
20,77
8,46
8,77
34,48
79,81
79,60
49,39
52,33
27,98
86,20
72,67
79,20
80,96
1,90
53,29
39,79
91,98
52,75
28,86
46,98
18,20
93,51
90,37
90,59
91,98
28,26
24,78
24,29
45,39
45,29
81,73
81,29
19,18
71,75
4,54
4,48
4,91
27,41
27,98
1,84
51,78
99,18
51,15
5,71
31,35
20,32
33,99
5,29
77,4
65,61
29,60
29,28
8,5
53,15
5,37
29,56
80,43
80,29
61,67
37,13
46,5
99,48
99,29
99,14
82,63
82,34
89,37
46,96
52,82
93,42
32,19
37,71
94,20
34,73
88,36
54,98
37,0
5,53
55,67
63,2
77,16
74,51
74,20
41,96
41,24
39,37
72,48
1,87
49,20
78,52
78,62
98,91
54,51
37,91
73,79
98,99
98,51
11,37
28,90
42,26
3,76
3,86
21,98
39,81
89,0
3,4
54,46
55,29
40,44
97,20
16,63
99,4
29,2
81,59
32,17
56,91
27,86
80,29
18,9
96,16
98,83
98,94
96,49
96,10
71,46
94,36
39,54
24,67
29,77
69,44
67,35
9,4
98,88
37,11
89,4
89,4
30,97
1,3
37,60
37,43
98,74
54,96
67,44
37,57
37,0
0,11
65,29
80,4
80,28
78,5
55,93
66,99
24,77
5,78
4,54
56,98
88,74
8,37
29,14
29,55
92,85
80,0
59,77
44,36
41,43
62,55
98,36
87,7
49,62
30,12
4,65
4,54
4,81
92,20
89,82
42,98
1,3
38,84
24,73
92,39
29,45
5,37
68,13
29,95
32,11
98,95
98,39
96,48
96,21
15,33
15,29
31,28
4,93
91,99
77,78
39,98
56,62
13,98
4,56
93,29
42,7
51,87
73,98
0,57
84,81
2,29
98,89
98,72
73,61
87,77
56,95
29,19
73,53
98,77
98,51
55,51
72,40
19,66
37,27
37,18
26,39
18,23
36,2
36,66
41,96
8,4
7,1
89,87
93,91
0,5
57,56
5,89
26,16
12,93
39,91
93,89
98,72
54,20
76,29
34,97
91,86
73,75
82,47
1,89
37,66
4,8
14,52
7,19
0,21
95,20
97,4
20,10
67,75
94,38
82,29
82,48
20,86
34,73
57,0
29,53
24,20
61,75
88,85
88,40
88,54
0,17
41,66
66,44
54,16
71,54
67,4
93,82
2,73
18,86
88,79
93,73
0,31
71,54
98,36
75,81
15,42
15,83
84,63
59,90
24,37
78,40
69,20
1,30
1,59
39,20
37,17
0,20
37,39
33,79
33,29
13,51
20,49
4,90
55,52
83,98
60,64
41,46
42,27
32,56
4,74
29,80
29,95
36,94
36,87
23,69
4,0
94,50
98,45
37,15
37,24
37,56
41,75
86,92
67,81
14,5
96,41
96,16
73,43
12,74
43,78
77,57
55,89
55,53
37,48
72,36
48,17
93,17
39,31
59,36
61,12
72,20
72,4
4,86
79,29
20,48
55,20
52,81
29,42
28,98
9,8
24,96
34,89
34,72
92,11
63,98
17,20
15,75
98,63
98,17
11,31
36,5
37,31
37,42
29,56
29,73
63,20
90,4
99,74
59,37
96,0
76,98
37,76
37,23
37,5
7,75
46,20
77,99
77,37
3,51
38,18
39,41
53,37
17,37
69,29
0,4
16,93
23,46
90,85
21,42
63,45
59,8
63,39
16,4
93,12
4,18
33,60
39,29
44,51
13,38
96,9
15,9
79,37
24,88
85,64
55,78
91,43
65,53
63,54
4,7
13,79
98,15
74,20
55,68
59,75
82,8
28,1
93,65
86,85
69,72
20,40
91,37
57,20
57,98
29,48
29,85
3,27
24,88
29,61
21,25
8,29
8,44
81,98
92,37
37,84
90,96
29,93
94,29
29,79
0,72
0,81
27,34
26,85
26,57
38,17
54,20
86,93
27,32
59,80
47,76
47,99
63,97
51,98
85,98
87,42
40,37
54,14
38,40
69,98
96,53
73,96
97,36
20,16
56,13
20,86
84,91
44,98
44,34
72,84
88,37
29,53
23,2
10,28
10,98
10,5
10,8
71,47
-99,-99
56,88
21,1
58,13
33,75
5,59
5,59
5,59
5,59
65,49
7,62
72,60
98,73
58,73
79,54
37,74
37,73
60,46
73,85
77,19
75,94
20,68
11,94
14,74
87,78
87,88
85,77
82,20
80,93
86,80
2,41
40,8
82,11
11,69
85,10
16,2
84,79
27,38
20,52
31,37
5,37
39,89
64,63
73,39
73,45
79,97
19,10
4,2
98,70
89,63
84,20
88,44
38,85
50,78
41,50
6,66
37,61
79,16
81,8
44,93
80,63
50,32
25,56
96,49
80,36
88,61
29,69
30,74
95,92
31,86
48,19
21,28
18,66
70,40
26,50
33,42
69,81
7,8
46,3
85,20
85,12
87,31
47,92
1,84
34,18
34,19
50,7
49,90
52,7
50,56
38,90
32,50
90,59
47,44
15,43
15,41
77,20
77,87
32,70
32,55
85,30
46,79
39,3
98,85
11,78
11,61
14,96
65,34
60,67
77,41
77,49
35,52
12,44
43,74
19,26
25,85
44,52
61,10
92,38
60,69
85,21
85,98
44,93
64,5
84,36
36,13
7,44
64,0
44,55
19,94
4,7
87,34
93,42
16,73
27,72
16,44
72,57
80,69
40,29
40,30
65,15
52,99
2,28
10,48
38,15
38,76
82,91
55,86
55,72
4,69
21,40
48,94
58,1
90,56
23,56
48,60
88,68
96,80
76,74
95,77
30,11
45,20
9,75
34,42
13,77
50,98
1,48
7,10
62,94
58,20
0,28
12,81
64,37
26,28
4,63
57,10
49,40
49,50
75,0
