source,dest
47,54
46,53
1,62
3,62
8,62
1,64
8,64
10,64
14,62
18,62
19,62
20,62
14,64
22,62
16,64
23,62
27,62
17,64
30,62
19,64
20,64
35,62
36,62
24,64
25,64
26,64
42,62
43,62
35,64
38,64
42,64
54,62
56,62
58,62
44,64
60,62
48,64
61,62
49,64
63,62
64,62
67,62
55,64
69,62
56,64
70,62
57,64
62,64
63,64
74,62
66,64
78,62
67,64
79,62
70,64
73,64
80,62
77,64
79,64
86,62
87,62
91,62
82,64
83,64
86,64
87,64
92,62
94,62
95,64
95,62
96,62
1,63
8,63
14,63
39,65
45,65
71,65
72,65
98,65
99,65
16,63
19,63
20,63
25,63
30,63
33,63
37,63
42,63
43,63
48,63
55,63
56,63
57,63
60,63
61,63
62,63
64,63
70,63
74,63
77,63
79,63
82,63
85,63
86,63
87,63
91,63
94,63
95,63
96,63
1,55
5,55
7,55
9,55
10,55
13,55
16,55
17,55
4,51
5,51
6,51
1,53
4,54
6,54
7,54
22,55
25,55
26,55
27,55
31,55
33,55
35,55
42,55
43,55
7,51
10,51
49,55
50,55
12,51
53,55
56,55
13,51
57,55
14,51
61,55
15,51
63,55
64,55
66,55
15,54
24,54
26,54
27,54
31,54
32,54
73,55
74,55
77,55
79,55
82,55
17,51
21,51
34,54
35,54
36,54
39,54
40,54
41,54
43,54
51,54
52,54
53,54
59,54
62,54
66,54
68,54
74,54
75,54
76,54
78,54
81,54
82,54
84,54
92,54
93,54
5,52
97,54
6,52
9,52
10,52
12,52
22,53
27,53
31,53
3,61
11,61
16,61
23,51
26,51
14,52
32,51
15,52
34,51
17,52
39,51
21,52
40,51
41,51
23,52
24,52
26,52
32,52
34,52
39,52
41,52
50,52
51,52
54,52
59,52
60,52
72,52
52,51
54,51
75,52
59,51
76,52
60,51
78,52
68,51
81,52
72,51
90,52
91,52
75,51
76,51
92,52
81,51
94,52
96,52
88,51
90,51
91,51
92,51
94,51
96,51
20,61
22,61
23,61
27,61
33,61
35,61
42,61
43,61
53,61
55,61
56,61
57,61
58,61
62,61
63,61
67,61
70,61
74,61
77,61
78,61
79,61
80,61
83,61
85,61
86,61
89,61
92,61
93,61
95,61
97,61
33,53
35,53
41,53
42,53
43,53
48,53
49,53
54,53
55,53
57,53
61,53
74,53
77,53
78,53
87,53
89,53
97,53
1,56
10,56
1,57
0,58
2,58
3,58
5,58
6,58
14,56
18,56
19,56
22,56
23,56
25,56
30,56
42,56
43,56
49,56
55,56
58,56
10,57
61,56
62,56
11,57
63,56
64,56
67,56
73,56
74,56
77,56
79,56
80,56
87,56
91,56
94,56
95,56
7,58
12,58
14,58
15,58
2,60
3,60
5,60
18,58
20,58
22,58
23,58
30,58
34,58
37,58
40,58
43,58
50,58
56,58
60,58
61,58
62,58
67,58
68,58
74,58
75,58
78,58
80,58
83,58
84,58
85,58
92,58
93,58
96,58
97,58
0,59
5,59
6,59
18,60
19,60
8,59
20,60
10,59
23,60
26,60
28,60
29,60
34,60
11,59
12,59
14,59
15,59
19,59
23,59
24,59
26,59
32,59
16,57
34,59
36,59
39,59
41,59
50,59
51,59
52,59
54,59
60,59
67,59
68,59
75,59
76,59
81,59
20,57
83,59
84,59
22,57
88,59
25,57
27,57
90,59
92,59
94,59
96,59
33,57
35,57
