source,dest
2,80
2,80
2,80
2,80
2,80
2,80
2,80
33,47
33,47
33,47
33,47
33,47
33,47
33,47
0,45
0,45
0,45
0,45
0,45
0,45
0,45
94,57
94,57
94,57
94,57
94,57
94,57
94,57
81,14
81,14
81,14
81,14
81,14
81,14
81,14
25,0
25,0
25,0
25,0
25,0
25,0
25,0
27,79
27,79
27,79
27,79
27,79
27,79
27,79
60,50
60,50
60,50
60,50
60,50
60,50
60,50
57,16
57,16
57,16
47,88
57,16
57,16
57,16
81,12
57,16
47,88
47,88
47,88
47,88
81,12
81,12
47,88
81,12
47,88
81,12
81,12
81,12
30,82
30,82
30,82
30,82
30,82
30,82
30,82
46,88
46,88
46,88
46,88
46,88
46,88
46,88
80,98
31,37
80,98
80,98
87,69
80,98
80,98
80,98
80,98
31,37
31,37
31,37
31,37
31,37
31,37
87,69
87,69
87,69
87,69
87,69
87,69
79,9
79,9
79,9
79,9
79,9
79,9
79,9
33,66
38,78
33,66
33,66
33,66
38,78
38,78
33,66
38,78
33,66
38,78
33,66
38,78
38,78
48,5
48,5
48,5
48,5
48,5
48,5
48,5
43,75
5,93
43,75
43,75
43,75
43,75
43,75
43,75
5,93
5,93
5,93
5,93
5,93
5,93
68,61
68,61
68,61
68,61
68,61
68,61
68,61
79,86
79,86
79,86
79,86
33,24
79,86
79,86
79,86
76,84
33,24
33,24
33,24
33,24
76,84
33,24
76,84
33,24
76,84
76,84
76,84
76,84
93,0
93,0
93,0
93,0
93,0
93,0
93,0
98,22
98,22
98,22
98,22
98,22
98,22
98,22
46,31
46,31
46,31
46,31
46,31
46,31
46,31
47,67
47,67
47,67
47,67
47,67
47,67
47,67
85,56
79,27
85,56
85,56
85,56
85,56
85,56
79,27
79,27
85,56
79,27
79,27
79,27
79,27
2,34
2,34
2,34
2,34
2,34
2,34
2,34
19,1
19,1
19,1
19,1
19,1
19,1
19,1
39,83
39,83
39,83
39,83
39,83
39,83
39,83
24,28
24,28
24,28
24,28
24,28
24,28
24,28
49,27
49,27
49,27
49,27
49,27
49,27
49,27
15,78
15,78
15,78
15,78
15,78
15,78
15,78
89,83
89,83
89,83
89,83
89,83
89,83
89,83
98,81
62,4
33,35
98,81
98,81
98,81
98,81
98,81
98,81
20,0
62,4
62,4
62,4
33,35
33,35
62,4
33,35
62,4
33,35
62,4
33,35
33,35
2,81
20,0
20,0
20,0
20,0
20,0
20,0
2,81
2,81
2,81
2,81
2,81
2,81
41,53
49,73
41,53
41,53
41,53
41,53
49,73
49,73
41,53
49,73
41,53
49,73
49,73
49,73
18,20
18,20
18,20
18,20
18,20
18,20
18,20
66,11
66,11
66,11
66,11
66,11
66,11
66,11
33,26
33,26
33,26
33,26
33,26
33,26
33,26
56,95
13,41
56,95
56,95
56,95
13,41
13,41
56,95
13,41
56,95
13,41
56,95
13,41
13,41
58,65
58,65
58,65
58,65
58,65
58,65
58,65
45,7
45,7
45,7
45,7
45,7
45,7
45,7
52,73
23,98
52,73
52,73
52,73
52,73
52,73
52,73
23,98
23,98
23,98
23,98
23,98
23,98
53,91
53,91
53,91
53,91
53,91
53,91
53,91
65,81
65,81
65,81
65,81
65,81
65,81
65,81
86,43
86,43
86,43
86,43
86,43
86,43
86,43
1,19
1,19
1,19
1,19
1,19
1,19
1,19
93,5
93,5
93,5
93,5
93,5
93,5
93,5
11,82
11,82
11,82
11,82
11,82
11,82
11,82
21,32
21,32
21,32
21,32
21,32
21,32
21,32
39,41
39,41
39,41
39,41
39,41
39,41
39,41
64,91
69,59
64,91
64,91
64,91
69,59
69,59
64,91
69,59
64,91
69,59
64,91
69,59
69,59
88,66
88,66
88,66
88,66
88,66
88,66
88,66
73,1
73,1
73,1
73,1
73,1
73,1
73,1
44,38
44,38
44,38
44,38
44,38
44,38
44,38
99,41
96,67
51,94
99,41
99,41
96,67
96,67
99,41
96,67
99,41
51,94
51,94
96,67
99,41
51,94
96,67
99,41
51,94
96,67
51,94
51,94
18,72
18,72
18,72
18,72
18,72
18,72
18,72
54,32
54,32
54,32
54,32
54,32
54,32
54,32
79,75
79,75
79,75
79,75
79,75
79,75
79,75
48,37
48,37
48,37
48,37
