source,dest
2,85
2,85
2,85
2,85
2,85
2,85
2,85
38,53
38,53
38,53
38,53
38,53
38,53
38,53
0,49
0,49
0,49
0,49
0,49
0,49
0,49
19,60
19,60
19,60
19,60
19,60
19,60
19,60
94,33
86,12
94,33
94,33
94,33
94,33
86,12
86,12
94,33
86,12
94,33
86,12
86,12
86,12
30,0
30,0
30,0
30,0
30,0
30,0
30,0
95,76
74,1
95,76
95,76
95,76
95,76
95,76
95,76
74,1
74,1
74,1
74,1
74,1
74,1
37,50
37,50
37,50
37,50
37,50
37,50
37,50
34,83
34,83
34,83
34,83
34,83
34,83
34,83
74,88
74,88
74,88
74,88
74,88
74,88
74,88
64,57
64,57
64,57
64,57
64,57
64,57
64,57
88,68
88,68
88,68
88,68
88,68
88,68
88,68
62,15
62,15
62,15
53,94
62,15
62,15
62,15
62,15
53,94
53,94
53,94
53,94
53,94
53,94
30,52
30,52
30,52
30,52
30,52
30,52
30,52
85,99
11,28
36,43
85,99
85,99
93,75
85,99
85,99
85,99
85,99
11,28
11,28
11,28
36,43
36,43
11,28
36,43
11,28
36,43
11,28
36,43
36,43
93,75
93,75
93,75
93,75
93,75
93,75
83,6
83,6
83,6
83,6
91,5
83,6
83,6
83,6
91,5
91,5
91,5
91,5
91,5
91,5
38,70
44,82
33,25
38,70
38,70
38,70
44,82
44,82
38,70
44,82
38,70
33,25
33,25
44,82
38,70
33,25
44,82
33,25
44,82
33,25
33,25
54,5
61,58
54,5
54,5
54,5
54,5
61,58
61,58
54,5
61,58
54,5
61,58
61,58
61,58
86,23
86,23
86,23
86,23
86,23
86,23
86,23
76,5
47,80
76,5
76,5
5,98
47,80
76,5
47,80
76,5
47,80
76,5
47,80
76,5
47,80
47,80
5,98
5,98
5,98
5,98
5,98
5,98
46,14
39,9
72,66
46,14
46,14
46,14
39,9
39,9
46,14
72,66
72,66
39,9
46,14
72,66
39,9
46,14
72,66
39,9
72,66
39,9
72,66
38,29
38,29
38,29
38,29
38,29
38,29
38,29
98,0
98,0
98,0
98,0
98,0
98,0
98,0
99,26
99,26
99,26
99,26
99,26
99,26
99,26
22,36
22,36
22,36
22,36
22,36
22,36
22,36
97,8
72,52
53,71
97,8
97,8
97,8
97,8
97,8
7,17
97,8
72,52
72,52
53,71
53,71
72,52
53,71
72,52
53,71
72,52
53,71
72,52
53,71
7,17
7,17
7,17
7,17
7,17
7,17
83,34
83,34
83,34
83,34
83,34
83,34
83,34
2,40
97,3
91,11
79,22
2,40
2,40
97,3
2,40
97,3
2,40
97,3
2,40
97,3
91,11
91,11
2,40
97,3
79,22
79,22
91,11
97,3
79,22
91,11
79,22
91,11
79,22
91,11
79,22
21,1
21,1
21,1
21,1
21,1
21,1
21,1
45,89
50,62
45,89
45,89
45,89
45,89
45,89
45,89
50,62
50,62
50,62
50,62
50,62
50,62
55,34
55,34
55,34
55,34
55,34
55,34
55,34
63,22
63,22
63,22
63,22
63,22
63,22
63,22
13,82
13,82
13,82
13,82
13,82
13,82
13,82
34,90
34,90
34,90
34,90
34,90
34,90
34,90
10,0
10,0
10,0
10,0
95,89
10,0
10,0
10,0
95,89
95,89
95,89
95,89
95,89
95,89
99,86
67,4
38,41
99,86
99,86
99,86
99,86
99,86
99,86
24,0
67,4
67,4
67,4
38,41
38,41
67,4
38,41
67,4
38,41
67,4
38,41
38,41
2,86
24,0
24,0
24,0
24,0
24,0
24,0
2,86
2,86
2,86
2,86
2,86
2,86
46,60
55,78
46,60
46,60
46,60
51,0
46,60
55,78
55,78
46,60
55,78
46,60
55,78
55,78
55,78
51,0
51,0
51,0
51,0
51,0
51,0
20,24
20,24
20,24
20,24
20,24
20,24
20,24
56,32
56,32
56,32
56,32
56,32
56,32
56,32
95,18
59,35
95,18
95,18
95,18
95,18
95,18
59,35
59,35
95,18
59,35
59,35
59,35
59,35
70,8
70,8
70,8
70,8
70,8
70,8
70,8
64,92
64,92
64,92
64,92
64,92
64,92
64,92
77,84
77,84
77,84
77,84
77,84
77,84
77,84
34,56
34,56
34,56
34,56
34,56
34,56
34,56
11,46
11,46
11,46
11,46
11,46
11,46
11,46
36,97
58,73
36,97
36,97
36,97
36,97
58,73
58,73
36,97
58,73
36,97
58,73
58,73
58,73
88,59
88,59
88,59
88,59
88,59
88,59
88,59
91,10
91,10
91,10
91,10
91,10
91,10
91,10
59,78
27,99
1,39
59,78
59,78
59,78
59,78
59,78
59,78
27,99
27,99
1,39
1,39
27,99
1,39
27,99
1,39
27,99
1,39
27,99
1,39
0,18
0,18
0,18
0,18
0,18
0,18
0,18
60,96
60,96
60,96
60,96
60,96
60,96
60,96
31,15
69,86
31,15
31,15
31,15
69,86
69,86
31,15
69,86
31,15
69,86
31,15
69,86
69,86
31,93
91,81
31,93
31,93
31,93
31,93
31,93
31,93
91,81
91,81
91,81
91,81
91,81
91,81
1,21
1,21
1,21
1,21
1,21
1,21
1,21
79,49
65,42
98,5
79,49
79,49
79,49
79,49
79,49
79,49
65,42
65,42
65,42
98,5
98,5
65,42
98,5
65,42
98,5
65,42
98,5
98,5
48,91
48,91
48,91
48,91
48,91
48,91
48,91
8,87
8,87
8,87
8,87
8,87
8,87
8,87
25,37
25,37
25,37
25,37
25,37
25,37
25,37
9,79
9,79
9,79
9,79
9,79
9,79
9,79
19,83
45,46
19,83
19,83
19,83
19,83
19,83
19,83
45,46
45,46
45,46
45,46
45,46
45,46
59,39
59,39
59,39
59,39
59,39
59,39
59,39
68,96
75,63
25,52
68,96
68,96
68,96
75,63
75,63
68,96
75,63
68,96
75,63
40,23
68,96
75,63
75,63
94,70
25,52
25,52
25,52
25,52
25,52
25,52
40,23
40,23
40,23
40,23
94,70
94,70
40,23
94,70
40,23
94,70
94,70
94,70
78,1
78,1
78,1
78,1
78,1
78,1
78,1
48,44
48,44
48,44
48,44
48,44
48,44
48,44
32,75
32,75
32,75
32,75
32,75
32,75
32,75
52,16
52,16
52,16
52,16
52,16
52,16
52,16
-99,-99
23,67
25,80
44,9
69,15
84,76
93,12
60,6
91,11
81,86
68,42
18,98
76,27
59,24
41,23
53,36
20,93
56,78
29,20
31,14
35,91
52,60
39,43
46,13
79,0
42,22
65,79
15,37
12,65
66,72
3,63
71,34
97,89
11,44
34,85
63,94
75,73
35,90
98,28
40,50
26,46
83,25
35,96
19,16
99,88
13,31
70,64
32,55
28,47
60,1
47,81
17,8
51,95
5,97
90,38
87,45
38,58
2,4
52,61
9,87
9,77
21,33
54,35
23,67
57,3
25,80
44,9
69,15
96,6
84,76
93,12
81,86
91,11
76,27
59,24
53,36
68,42
18,98
41,23
20,93
31,14
56,78
29,20
39,43
79,0
35,91
52,60
31,13
42,22
15,37
65,79
12,65
66,72
23,71
3,63
97,89
71,34
63,94
11,44
34,85
75,73
20,90
23,69
40,50
98,28
26,46
83,25
19,16
85,48
99,88
70,64
32,55
13,31
60,1
28,47
17,8
51,95
47,81
5,97
87,45
38,58
90,38
2,4
78,61
35,92
9,77
21,33
66,87
54,35
23,67
25,80
57,3
96,6
44,9
69,15
84,76
93,12
81,86
76,27
59,24
53,36
91,11
68,42
18,98
31,14
41,23
20,93
66,78
39,43
79,0
29,20
35,91
52,60
42,22
46,13
68,57
15,37
65,79
52,65
66,72
3,63
97,89
23,74
63,94
71,34
11,44
75,73
34,85
35,90
40,50
98,28
19,16
26,46
39,48
83,25
70,64
32,55
60,1
99,88
13,31
17,8
28,47
99,95
47,81
87,45
5,97
38,58
2,4
90,38
78,61
9,77
21,33
35,92
23,67
25,80
54,35
96,6
57,3
74,18
44,9
69,15
84,76
93,12
81,86
76,27
59,24
53,36
91,11
31,14
68,42
18,98
66,82
39,43
41,23
79,0
20,93
56,78
29,20
42,22
35,91
52,60
15,37
46,13
90,57
65,79
12,65
66,72
3,63
97,89
63,94
71,34
75,73
40,49
11,44
34,85
40,50
20,90
98,28
19,16
85,48
26,46
83,25
70,64
32,55
60,1
99,88
17,8
13,31
51,95
28,47
87,45
47,81
38,58
2,4
5,97
90,38
78,61
9,77
21,33
23,67
25,80
35,92
96,6
54,35
57,3
93,18
44,9
69,15
81,86
84,76
93,12
76,27
59,24
53,36
31,14
66,82
91,11
39,43
79,0
68,42
18,98
41,23
42,22
81,93
56,78
29,20
15,37
52,60
46,13
65,79
66,72
87,57
12,65
97,89
3,63
63,94
75,73
40,49
71,34
11,44
40,50
34,85
20,90
17,16
85,48
98,28
26,46
70,64
32,55
83,25
60,1
17,8
51,95
99,88
13,31
28,47
87,45
38,58
2,4
9,81
78,61
90,38
9,77
21,33
23,67
25,80
35,92
96,6
54,35
57,3
76,27
44,9
69,15
59,24
53,36
84,76
93,12
31,14
66,82
39,43
79,0
91,11
68,42
42,22
18,98
41,23
