source,dest
48,41
64,82
54,50
64,1
57,5
13,82
85,36
72,87
54,63
72,63
98,9
75,76
91,87
12,37
13,23
13,82
13,17
55,99
25,38
21,44
71,70
71,46
13,6
65,26
24,63
75,63
48,63
60,99
77,53
14,99
7,42
83,38
39,62
57,69
97,5
48,46
14,6
14,96
97,50
97,99
96,8
55,2
55,41
77,38
34,86
98,95
98,95
21,76
60,72
72,84
93,20
48,89
55,66
92,27
64,95
80,20
80,87
77,95
16,6
72,95
57,20
98,22
83,19
97,22
24,15
43,52
75,53
45,46
96,19
12,20
97,67
52,32
34,22
34,88
16,31
72,6
13,47
51,44
51,33
65,38
65,95
10,66
10,78
24,62
25,19
84,39
24,59
55,73
0,44
65,41
16,1
7,44
98,18
83,86
71,86
71,41
60,28
14,63
58,79
55,11
72,8
54,27
7,44
60,46
97,20
60,84
55,34
81,30
45,38
24,76
71,27
58,63
94,99
0,87
65,33
48,65
10,20
83,84
12,63
25,86
58,95
84,99
17,82
60,10
60,91
45,82
77,33
84,50
52,20
74,90
74,6
81,19
10,6
97,41
14,27
35,90
55,87
40,95
14,76
14,46
80,82
80,19
45,41
83,46
24,46
45,95
39,99
71,95
54,99
10,61
93,5
93,27
93,5
94,11
96,56
16,29
51,4
55,1
55,50
55,31
55,22
74,3
83,20
14,76
98,87
98,20
84,94
84,72
57,63
45,33
64,40
64,16
64,49
71,68
71,22
10,63
-99,-99
48,72
33,96
67,87
83,87
52,81
52,71
28,47
32,46
82,25
82,26
10,94
10,84
74,98
12,57
15,26
88,74
88,6
76,33
76,55
41,62
56,42
56,0
51,59
51,92
14,83
30,46
68,27
55,94
55,72
28,17
4,72
91,24
91,92
55,94
12,74
41,81
19,3
19,46
15,94
15,44
6,31
56,2
28,0
8,88
69,40
63,50
6,34
22,33
22,55
22,45
22,55
22,82
55,82
55,23
63,0
33,78
51,26
65,84
82,35
68,72
55,53
91,74
91,40
9,0
28,74
62,33
33,94
6,92
96,37
4,75
68,26
76,30
76,19
76,19
35,18
22,72
30,21
54,18
54,23
76,11
12,80
41,47
91,72
9,72
86,0
69,36
56,61
10,26
68,12
68,4
68,12
65,18
16,59
68,87
28,39
28,26
9,27
16,34
66,95
73,87
5,57
28,6
28,88
88,28
91,12
80,93
80,0
97,92
97,0
65,72
86,5
19,92
48,70
4,18
89,80
80,72
38,18
38,26
62,85
82,90
82,0
15,92
15,92
86,81
45,34
78,82
82,51
79,17
67,1
67,63
82,83
43,75
74,90
95,36
86,81
63,1
22,56
43,60
28,19
28,52
33,58
73,18
83,77
14,36
89,49
91,77
96,74
33,61
62,13
62,81
79,29
69,18
73,90
19,99
67,24
67,36
68,64
28,45
54,20
54,27
52,57
52,7
14,2
80,13
-99,-99
56,9
93,35
93,75
93,99
31,73
55,0
5,80
48,33
93,97
74,23
41,0
10,69
66,39
12,90
12,4
13,22
21,89
21,87
9,95
18,10
70,56
70,86
7,90
7,62
7,67
36,97
27,28
41,85
80,88
36,17
36,30
27,47
32,72
75,34
58,91
94,25
80,60
80,51
16,65
31,65
99,2
99,82
99,60
13,6
13,78
57,24
7,71
7,51
16,47
16,2
80,26
5,98
85,88
35,2
68,79
68,2
15,22
55,71
55,97
99,34
